mock_id,question_id,section_order,section,topic,subtopic,difficulty,question_type,marks,negative_marks,time_limit_seconds,question,option_a,option_b,option_c,option_d,option_e,correct_option,correct_answer,explanation
FULL_MOCK_2,1,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Brief'.,Wide,Short,Long,Heavy,Deep,B,Short,Short is closest in meaning to Brief.
FULL_MOCK_2,2,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Diligent'.,Hardworking,Lazy,Slow,Careless,Weak,A,Hardworking,Hardworking is closest in meaning to Diligent.
FULL_MOCK_2,3,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Accurate'.,Wrong,Exact,False,Late,Rough,B,Exact,Exact is closest in meaning to Accurate.
FULL_MOCK_2,4,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Rapid'.,Weak,Late,Delayed,Slow,Fast,E,Fast,Fast is closest in meaning to Rapid.
FULL_MOCK_2,5,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Abundant'.,Limited,Empty,Rare,Plentiful,Scarce,D,Plentiful,Plentiful is closest in meaning to Abundant.
FULL_MOCK_2,6,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Cautious'.,Careful,Quick,Careless,Rude,Bold,A,Careful,Careful is closest in meaning to Cautious.
FULL_MOCK_2,7,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Transparent'.,Clear,Dark,Hidden,Opaque,Complex,A,Clear,Clear is closest in meaning to Transparent.
FULL_MOCK_2,8,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Mandatory'.,Temporary,Minor,Casual,Compulsory,Optional,D,Compulsory,Compulsory is closest in meaning to Mandatory.
FULL_MOCK_2,9,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Significant'.,Tiny,Late,Weak,Hidden,Important,E,Important,Important is closest in meaning to Significant.
FULL_MOCK_2,10,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Reluctant'.,Open,Unwilling,Happy,Ready,Eager,B,Unwilling,Unwilling is closest in meaning to Reluctant.
FULL_MOCK_2,11,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Assist'.,Help,Block,Hide,Delay,Harm,A,Help,Help is closest in meaning to Assist.
FULL_MOCK_2,12,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Purchase'.,Borrow,Break,Buy,Refuse,Sell,C,Buy,Buy is closest in meaning to Purchase.
FULL_MOCK_2,13,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Commence'.,Delay,End,Stop,Begin,Close,D,Begin,Begin is closest in meaning to Commence.
FULL_MOCK_2,14,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Terminate'.,Begin,Open,End,Start,Create,C,End,End is closest in meaning to Terminate.
FULL_MOCK_2,15,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Reliable'.,Weak,Unstable,Broken,Dependable,False,D,Dependable,Dependable is closest in meaning to Reliable.
FULL_MOCK_2,16,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Complex'.,Easy,Complicated,Clear,Short,Simple,B,Complicated,Complicated is closest in meaning to Complex.
FULL_MOCK_2,17,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Vital'.,Weak,Essential,Unimportant,Optional,Tiny,B,Essential,Essential is closest in meaning to Vital.
FULL_MOCK_2,18,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Prevent'.,Start,Accept,Invite,Allow,Avoid,E,Avoid,Avoid is closest in meaning to Prevent.
FULL_MOCK_2,19,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Inspect'.,Break,Hide,Ignore,Examine,Delay,D,Examine,Examine is closest in meaning to Inspect.
FULL_MOCK_2,20,1,English Language,English,Vocabulary,Easy,Synonym,1,-0.25,60,Choose the synonym of 'Modify'.,Keep,Change,Avoid,Freeze,Ignore,B,Change,Change is closest in meaning to Modify.
FULL_MOCK_2,21,2,Professional Knowledge,DBMS / SQL,Database Advanced,Medium,Concept,2,-0.5,60,Which term best matches this description: an index that determines physical/logical order of table data in some DBMSs?,LEFT JOIN,Clustered index,Primary key,TCL,Transaction,B,Clustered index,Clustered index means an index that determines physical/logical order of table data in some DBMSs.
FULL_MOCK_2,22,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Cloud DevOps Programming,Easy,Concept,2,-0.5,60,Which term best matches this description: increasing resources of an existing server?,Java garbage collection,IFSC,Circuit breaker,Linked list,Vertical scaling,E,Vertical scaling,Vertical scaling means increasing resources of an existing server.
FULL_MOCK_2,23,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Banking Technology,Easy,Concept,2,-0.5,60,Which term best matches this description: code identifying a bank branch for electronic payments in India?,BST,IFSC,PCI DSS,Vertical scaling,CBS account number,B,IFSC,IFSC means code identifying a bank branch for electronic payments in India.
FULL_MOCK_2,24,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Cloud DevOps Programming,Medium,Concept,2,-0.5,60,Which term best matches this description: automatic memory management process reclaiming unused objects?,Java garbage collection,Binary search,NEFT,Canary deployment,Blue-green deployment,A,Java garbage collection,Java garbage collection means automatic memory management process reclaiming unused objects.
FULL_MOCK_2,25,2,Professional Knowledge,Security,Advanced Security,Medium,Concept,2,-0.5,60,Which term best matches this description: encoding output so untrusted data is not executed as code?,Output encoding,Brute force attack,XSS,IPS,Rate limiting,A,Output encoding,Output encoding means encoding output so untrusted data is not executed as code.
FULL_MOCK_2,26,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Easy,Concept,2,-0.5,60,Which term best matches this description: a program in execution?,Thread,Private IP range,Load balancer,Process,FCFS,D,Process,Process means a program in execution.
FULL_MOCK_2,27,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Advanced DSA,Medium,Concept,2,-0.5,60,Which term best matches this description: average cost per operation over a sequence of operations?,Quick sort,Amortized analysis,Blue-green deployment,NACH,Canary deployment,B,Amortized analysis,Amortized analysis means average cost per operation over a sequence of operations.
FULL_MOCK_2,28,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: ordered mutable collection in Python?,Time complexity,Python list,IaaS,Amortized analysis,BFS,B,Python list,Python list means ordered mutable collection in Python.
FULL_MOCK_2,29,2,Professional Knowledge,OOP / Software Engineering,Advanced SE,Medium,Concept,2,-0.5,60,Which term best matches this description: degree of dependency between modules?,Severity,Integration testing,Encapsulation,Coupling,LSP,D,Coupling,Coupling means degree of dependency between modules.
FULL_MOCK_2,30,2,Professional Knowledge,Security,Application Security,Medium,Concept,2,-0.5,60,Which term best matches this description: access control based on assigned roles?,Prepared statement,WAF,Zero trust,RBAC,Output encoding,D,RBAC,RBAC means access control based on assigned roles.
FULL_MOCK_2,31,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Mixed Professional,Easy,Concept,2,-0.5,60,Which term best matches this description: tree data structure where each node has at most two children?,Dynamic programming,Message queue,Binary tree,Graph,Container,C,Binary tree,Binary tree means tree data structure where each node has at most two children.
FULL_MOCK_2,32,2,Professional Knowledge,DSA / Banking / Cloud / Programming,Banking Technology,Medium,Concept,2,-0.5,60,Which term best matches this description: centralized system for bulk recurring payments?,DFS,Space complexity,Amortized analysis,Kubernetes,NACH,E,NACH,NACH means centralized system for bulk recurring payments.
FULL_MOCK_2,33,2,Professional Knowledge,OOP / Software Engineering,Software Engineering,Medium,Concept,2,-0.5,60,Which term best matches this description: model mapping development phases to testing phases?,Observer pattern,Class,Polymorphism,V-model,Unit testing,D,V-model,V-model means model mapping development phases to testing phases.
FULL_MOCK_2,34,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Easy,Concept,2,-0.5,60,Which term best matches this description: memory abstraction allowing programs to use more memory than RAM?,Proxy server,Critical section,Virtual memory,Bandwidth,Round Robin,C,Virtual memory,Virtual memory means memory abstraction allowing programs to use more memory than RAM.
FULL_MOCK_2,35,2,Professional Knowledge,Computer Networks / Operating System,Networks and OS,Easy,Concept,2,-0.5,60,Which term best matches this description: OSI layer responsible for logical addressing and routing?,Network layer,Port 443,Semaphore,Banker’s algorithm,Port 53,A,Network layer,Network layer means OSI layer responsible for logical addressing and routing.
